"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"1400000US09009150100","Census Tract 1501, New Haven County, Connecticut","1904","142","7.5","5.1","6.0","3.4","9.5","5.2","7.8","5.6","8.9","3.9","18.0","7.0","6.4","3.1","22.4","5.3","6.5","3.3","7.0","3.3","61250","8861","82592","8657","24.5","(X)","(X)","(X)","(X)","(X)","933","110","1.7","2.6","0.0","3.4","0.0","3.4","3.9","4.3","7.1","5.0","15.8","7.1","8.4","5.0","40.4","10.1","12.0","6.2","10.8","5.7","110462","10250","120301","14079","(X)","(X)","27.1","(X)","(X)","(X)","717","120","0.0","4.4","0.0","4.4","0.0","4.4","0.0","4.4","5.0","4.6","17.9","9.0","8.6","5.9","41.3","11.2","15.6","7.9","11.6","6.8","114350","22497","N","N","(X)","(X)","(X)","(X)","(X)","(X)","971","153","13.0","9.8","11.7","6.8","18.5","10.1","13.7","10.6","8.5","5.1","20.2","11.9","4.5","4.2","5.1","4.6","1.2","2.1","3.4","3.7","32431","8024","46342","10964","(X)","(X)","(X)","(X)","19.9","(X)"
"1400000US09009150200","Census Tract 1502, New Haven County, Connecticut","1388","102","1.8","2.3","1.2","1.4","8.9","4.5","6.1","3.9","11.3","5.7","17.8","4.5","13.3","5.6","24.8","7.0","9.7","4.7","5.0","3.5","81094","13274","100340","17950","22.3","(X)","(X)","(X)","(X)","(X)","887","96","2.8","3.6","0.0","3.6","2.3","3.4","3.4","3.4","16.3","7.9","15.4","5.9","13.5","7.7","26.7","9.6","11.6","5.6","7.9","5.3","91382","16023","117629","28743","(X)","(X)","20.1","(X)","(X)","(X)","712","101","0.8","1.4","0.0","4.5","2.8","4.2","3.1","3.5","16.3","9.2","13.3","6.8","11.8","7.7","27.5","10.0","14.5","7.1","9.8","6.4","102604","21859","N","N","(X)","(X)","(X)","(X)","(X)","(X)","501","118","0.0","6.3","3.4","4.1","20.8","10.7","11.0","8.8","5.0","7.9","19.4","8.8","16.8","11.6","21.4","9.9","2.4","3.7","0.0","6.3","66125","16704","66630","10085","(X)","(X)","(X)","(X)","26.1","(X)"
"1400000US09009150300","Census Tract 1503, New Haven County, Connecticut","1667","73","8.2","3.8","5.7","3.2","12.5","4.7","6.4","3.1","6.8","3.0","10.4","3.5","18.1","5.6","22.1","5.8","7.6","4.1","2.0","1.8","74219","13279","75606","7443","33.2","(X)","(X)","(X)","(X)","(X)","1102","96","3.4","2.7","1.2","1.8","11.3","5.5","6.0","3.5","5.4","3.4","12.4","4.9","22.1","7.1","27.2","7.6","7.8","4.1","3.1","2.8","87083","9553","88461","7832","(X)","(X)","33.4","(X)","(X)","(X)","823","99","1.9","2.3","0.0","3.9","5.8","4.4","5.0","3.8","7.3","4.6","12.2","4.9","23.7","8.0","30.4","9.0","9.6","5.0","4.1","3.6","95772","11935","N","N","(X)","(X)","(X)","(X)","(X)","(X)","565","103","17.5","9.9","14.5","8.3","14.9","8.6","8.7","6.4","8.1","6.0","6.5","4.9","10.4","6.7","12.0","8.4","7.3","8.9","0.0","5.6","26458","12433","50269","14601","(X)","(X)","(X)","(X)","30.4","(X)"
"1400000US09009150400","Census Tract 1504, New Haven County, Connecticut","1932","100","5.3","3.8","3.8","2.6","4.5","2.4","9.2","5.0","12.5","5.8","26.9","7.2","16.0","5.0","14.5","5.5","5.6","3.3","1.7","1.6","63615","9087","69779","7189","33.4","(X)","(X)","(X)","(X)","(X)","1214","153","4.4","4.8","1.6","1.8","5.8","4.1","11.0","7.0","12.4","7.8","24.4","9.0","15.6","6.1","15.3","6.3","7.0","5.2","2.6","2.6","63731","9972","74669","9696","(X)","(X)","31.0","(X)","(X)","(X)","751","135","0.0","4.2","1.3","2.1","0.0","4.2","0.0","4.2","16.1","11.3","28.0","11.7","19.2","8.7","21.0","9.5","10.1","8.0","4.3","4.1","79276","11044","N","N","(X)","(X)","(X)","(X)","(X)","(X)","718","161","7.0","5.5","7.7","6.0","5.6","4.3","6.3","4.5","12.7","7.3","27.7","10.4","16.7","9.5","13.1","9.5","3.3","3.8","0.0","4.4","55400","16998","59718","8522","(X)","(X)","(X)","(X)","34.0","(X)"
"1400000US09009150500","Census Tract 1505, New Haven County, Connecticut","1577","82","2.3","2.9","4.6","3.3","7.7","4.2","8.0","4.2","12.4","5.5","16.7","4.3","15.2","4.5","16.2","4.9","10.5","4.7","6.3","3.1","73173","7654","98548","18282","30.9","(X)","(X)","(X)","(X)","(X)","1140","101","2.3","3.6","3.5","4.1","2.2","2.0","8.0","5.1","12.2","6.2","17.5","5.5","14.9","5.0","20.3","6.3","11.3","5.4","7.8","4.0","80833","10847","100358","13492","(X)","(X)","33.6","(X)","(X)","(X)","822","130","0.0","3.9","0.0","3.9","1.1","1.7","8.8","6.2","10.5","6.1","16.2","6.0","18.2","6.9","20.9","7.6","13.5","6.9","10.8","5.3","86723","13361","N","N","(X)","(X)","(X)","(X)","(X)","(X)","437","100","2.5","4.1","7.6","6.6","22.0","14.8","8.0","6.4","13.0","10.7","16.5","9.0","16.0","9.4","3.9","4.6","8.2","9.0","2.3","3.5","45469","24566","92869","57096","(X)","(X)","(X)","(X)","23.8","(X)"
"1400000US09009150600","Census Tract 1506, New Haven County, Connecticut","2489","110","3.4","2.9","4.2","3.2","4.6","2.2","7.0","2.9","5.6","3.8","17.3","5.2","14.2","4.4","20.4","6.1","8.9","4.3","14.3","4.4","87656","11975","109184","10194","35.1","(X)","(X)","(X)","(X)","(X)","1646","122","0.0","2.0","1.0","1.6","2.3","2.0","7.8","4.1","2.9","2.6","14.5","5.9","15.4","5.9","23.8","7.6","13.0","6.3","19.4","5.9","112798","15671","133295","14115","(X)","(X)","34.4","(X)","(X)","(X)","1388","120","0.0","2.3","0.0","2.3","2.7","2.4","8.4","4.4","2.3","2.4","11.0","6.4","16.4","6.6","24.4","8.3","12.8","6.0","22.0","6.9","114405","13266","N","N","(X)","(X)","(X)","(X)","(X)","(X)","843","139","10.1","8.4","10.4","9.1","9.0","5.0","5.5","3.7","11.0","8.5","22.8","9.8","13.6","7.1","12.1","8.8","0.9","1.6","4.5","7.1","53680","16178","61523","15924","(X)","(X)","(X)","(X)","36.4","(X)"
"1400000US09009150700","Census Tract 1507, New Haven County, Connecticut","1507","47","1.8","1.7","1.9","1.8","4.9","3.2","4.2","2.7","7.8","4.5","15.2","4.2","12.9","4.9","18.6","5.3","11.3","4.5","21.4","5.3","106150","17556","128644","11958","28.1","(X)","(X)","(X)","(X)","(X)","1183","84","0.8","1.1","1.4","1.6","1.5","2.4","4.6","3.2","5.2","3.3","13.4","4.7","11.1","5.4","21.0","5.6","13.7","5.4","27.3","6.6","129911","12322","147368","14814","(X)","(X)","30.1","(X)","(X)","(X)","1071","84","0.8","1.2","0.7","1.2","1.7","2.7","5.1","3.6","2.9","2.6","10.9","4.5","11.6","5.8","21.8","6.2","14.4","6.0","30.2","7.2","133352","19081","N","N","(X)","(X)","(X)","(X)","(X)","(X)","324","78","5.6","6.4","3.7","5.9","17.3","10.5","2.8","4.3","17.0","17.5","21.6","13.0","19.4","11.7","10.2","10.0","2.5","3.7","0.0","9.5","57143","22937","60281","12044","(X)","(X)","(X)","(X)","20.7","(X)"
"1400000US09009150800","Census Tract 1508, New Haven County, Connecticut","1577","71","3.4","2.7","4.0","3.2","7.0","3.0","5.1","2.4","14.1","4.5","11.1","4.8","17.0","5.6","21.0","5.4","7.0","3.1","10.2","4.5","80925","7740","97041","9751","22.5","(X)","(X)","(X)","(X)","(X)","1038","76","0.9","1.4","0.0","3.1","1.6","1.8","2.8","2.0","11.2","4.6","12.5","6.4","19.0","7.3","27.9","7.3","9.2","4.7","14.9","6.8","108214","23799","120968","14928","(X)","(X)","22.9","(X)","(X)","(X)","833","88","0.0","3.8","0.0","3.8","0.0","3.8","2.6","2.3","10.8","5.9","8.6","4.9","21.8","8.7","27.7","7.1","10.7","5.7","17.6","8.1","116422","18857","N","N","(X)","(X)","(X)","(X)","(X)","(X)","539","99","8.3","7.7","11.7","8.9","17.4","8.3","9.6","6.0","19.9","10.2","8.3","6.7","16.0","8.2","7.6","4.9","1.1","1.9","0.0","5.8","36020","10310","47251","7963","(X)","(X)","(X)","(X)","21.7","(X)"
"1400000US09009150900","Census Tract 1509, New Haven County, Connecticut","1530","68","6.5","4.7","1.6","1.5","7.4","3.8","4.8","2.7","6.7","3.2","9.9","4.1","10.2","4.6","22.7","5.2","10.8","4.0","19.4","6.2","102045","8729","126746","14629","32.5","(X)","(X)","(X)","(X)","(X)","1086","102","0.0","2.9","0.5","0.8","3.1","2.5","2.5","2.2","5.2","2.8","11.1","5.0","11.1","5.5","31.7","6.8","12.8","5.1","22.0","6.8","118468","15819","149313","16812","(X)","(X)","35.9","(X)","(X)","(X)","923","109","0.0","3.5","0.0","3.5","1.8","2.1","2.9","2.6","5.2","3.0","7.0","4.6","11.2","6.1","31.9","8.3","14.1","5.8","25.9","7.8","127664","13116","N","N","(X)","(X)","(X)","(X)","(X)","(X)","444","116","22.3","15.5","4.5","4.8","17.8","11.6","10.4","8.2","10.6","7.6","6.8","7.1","7.9","5.6","2.5","3.9","4.3","4.9","13.1","12.8","28158","17461","70246","30013","(X)","(X)","(X)","(X)","24.3","(X)"
"1400000US09009151000","Census Tract 1510, New Haven County, Connecticut","1721","124","3.5","2.5","6.3","3.6","10.4","4.4","4.4","3.4","5.4","3.2","16.6","4.6","15.7","5.7","22.5","5.9","6.8","3.3","8.5","4.1","81492","9843","95774","12867","30.0","(X)","(X)","(X)","(X)","(X)","916","115","0.0","3.5","2.6","3.9","3.8","3.3","1.2","2.0","3.3","2.9","16.7","6.0","19.2","7.7","36.0","9.5","7.9","4.4","9.3","4.8","101726","9446","114140","13403","(X)","(X)","31.7","(X)","(X)","(X)","704","105","0.0","4.5","0.0","4.5","2.8","3.0","1.6","2.5","2.8","3.0","16.3","7.2","17.6","9.0","38.5","11.1","8.2","5.1","12.1","6.2","115200","19674","N","N","(X)","(X)","(X)","(X)","(X)","(X)","805","114","7.6","5.2","10.4","6.3","19.0","9.3","8.0","6.9","7.8","5.6","15.3","7.2","11.7","6.8","7.1","5.2","5.6","4.8","7.6","7.5","41823","17859","74131","25618","(X)","(X)","(X)","(X)","27.1","(X)"
"1400000US09009151100","Census Tract 1511, New Haven County, Connecticut","2493","120","1.0","0.9","0.8","0.9","6.7","2.5","4.7","2.2","9.1","4.0","17.7","4.4","16.8","4.9","20.3","4.6","13.7","3.8","9.1","3.4","90542","10388","105614","7465","24.9","(X)","(X)","(X)","(X)","(X)","1603","129","0.2","0.4","0.0","2.0","3.7","2.1","5.7","3.1","2.1","1.7","15.7","5.2","18.3","6.0","26.7","6.1","15.8","4.5","11.8","4.7","110016","11623","121983","9818","(X)","(X)","24.4","(X)","(X)","(X)","1354","125","0.2","0.4","0.0","2.4","1.4","1.7","2.2","2.2","1.4","1.1","14.2","5.5","19.8","7.2","28.1","7.1","18.8","5.3","14.0","5.5","121932","21155","N","N","(X)","(X)","(X)","(X)","(X)","(X)","890","153","2.4","2.5","2.4","2.4","13.3","5.3","5.8","3.1","19.2","10.1","19.8","7.6","17.3","8.7","9.2","5.1","8.2","4.8","2.5","2.7","62000","11958","70589","9823","(X)","(X)","(X)","(X)","23.7","(X)"
"1400000US09009151200","Census Tract 1512, New Haven County, Connecticut","1237","62","3.9","2.7","1.5","1.6","4.9","2.9","5.9","3.3","12.0","4.3","14.3","5.9","19.2","5.8","25.1","6.4","7.1","3.6","6.2","3.7","80847","10185","93461","11030","23.8","(X)","(X)","(X)","(X)","(X)","915","70","3.9","2.9","0.0","3.5","1.1","1.6","5.9","3.9","5.2","3.6","14.8","7.1","19.9","6.5","32.2","7.7","9.6","4.9","7.3","4.7","99279","8264","102754","10505","(X)","(X)","26.7","(X)","(X)","(X)","815","77","1.0","1.4","0.0","3.9","1.2","1.8","4.8","3.6","4.8","3.7","14.0","7.5","20.5","7.1","36.2","8.4","9.3","5.0","8.2","5.3","101556","5456","N","N","(X)","(X)","(X)","(X)","(X)","(X)","322","65","5.9","6.4","5.6","6.4","15.5","9.3","5.9","6.2","29.2","14.5","13.0","8.8","19.6","10.5","2.2","3.4","0.0","9.6","3.1","4.9","44667","6836","66118","30617","(X)","(X)","(X)","(X)","15.5","(X)"
"1400000US09009154100","Census Tract 1541, New Haven County, Connecticut","3149","158","6.6","4.9","5.3","3.1","9.5","3.8","15.0","5.1","17.9","5.8","15.8","5.0","9.8","3.6","15.6","4.2","1.8","1.4","2.8","1.8","44880","7630","62452","6432","25.9","(X)","(X)","(X)","(X)","(X)","1957","208","9.6","7.5","3.9","3.7","8.5","5.4","9.3","6.2","11.1","5.6","19.4","7.4","10.3","3.6","22.6","6.9","1.6","1.8","3.7","2.6","57058","9214","71292","9352","(X)","(X)","29.7","(X)","(X)","(X)","1056","176","0.0","3.0","0.0","3.0","1.1","1.8","6.0","4.5","8.5","5.5","23.9","10.5","15.0","6.0","35.6","10.0","3.0","3.4","6.9","4.9","97273","14238","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1192","216","10.0","8.6","8.5","6.9","10.3","6.6","18.0","10.2","28.3","11.3","11.0","6.5","7.9","6.8","2.8","3.0","2.1","2.0","1.2","2.0","36357","8147","44386","7520","(X)","(X)","(X)","(X)","18.9","(X)"
"1400000US09009154200","Census Tract 1542, New Haven County, Connecticut","2588","187","7.7","3.9","6.5","4.3","14.1","5.3","15.6","6.8","14.4","5.9","19.5","6.3","7.7","4.3","11.6","4.7","1.4","1.4","1.7","1.7","43132","5232","52391","4642","24.0","(X)","(X)","(X)","(X)","(X)","1659","202","1.3","2.0","11.2","6.7","9.0","4.5","11.0","6.6","17.6","7.8","18.3","7.2","11.3","6.6","17.2","6.5","1.5","1.7","1.7","2.0","49973","9094","60537","6286","(X)","(X)","23.7","(X)","(X)","(X)","916","178","2.3","3.5","3.4","5.3","3.3","3.9","8.8","7.5","15.8","8.5","21.3","9.8","12.7","8.5","26.5","11.6","2.7","3.1","3.2","3.6","72750","22875","N","N","(X)","(X)","(X)","(X)","(X)","(X)","929","192","19.1","9.9","4.3","3.8","23.0","12.8","22.3","14.3","10.1","8.3","17.1","10.1","1.3","1.9","1.3","2.1","0.0","3.4","1.5","2.4","30398","12348","33664","6672","(X)","(X)","(X)","(X)","15.6","(X)"
"1400000US09009154500","Census Tract 1545, New Haven County, Connecticut","1813","128","4.7","4.1","8.0","3.9","14.4","5.2","20.2","6.0","13.9","4.5","18.8","6.4","9.0","3.7","6.2","3.4","1.3","1.2","3.5","3.3","40117","9198","64653","17401","40.5","(X)","(X)","(X)","(X)","(X)","1038","161","3.7","3.6","4.1","4.3","13.3","6.8","25.6","8.6","12.2","6.2","14.8","8.1","10.1","6.0","7.7","5.3","2.3","2.1","6.1","5.7","41098","11046","81172","29960","(X)","(X)","36.8","(X)","(X)","(X)","555","114","0.9","1.6","4.0","5.4","5.2","6.3","22.5","11.8","14.8","8.3","8.5","6.5","16.0","10.4","12.4","9.1","4.3","4.1","11.4","10.1","58125","25652","N","N","(X)","(X)","(X)","(X)","(X)","(X)","775","157","6.7","7.6","13.2","8.9","17.3","7.8","16.4","8.6","19.7","9.9","17.3","8.7","5.2","3.9","4.3","3.8","0.0","4.1","0.0","4.1","32341","7128","39311","5449","(X)","(X)","(X)","(X)","41.9","(X)"
"1400000US09009154600","Census Tract 1546, New Haven County, Connecticut","1589","109","6.0","4.2","7.2","4.4","10.5","5.1","5.5","3.0","10.8","5.9","23.9","7.6","10.0","4.6","18.8","6.0","5.9","3.7","1.6","1.5","57917","8470","70929","6841","35.9","(X)","(X)","(X)","(X)","(X)","1043","138","2.1","2.7","5.0","4.6","5.9","4.7","4.9","4.1","14.0","8.4","24.5","9.5","11.6","7.0","20.5","7.2","8.9","5.7","2.5","2.3","65691","14639","83171","10366","(X)","(X)","32.4","(X)","(X)","(X)","607","144","2.0","2.8","4.0","6.4","6.8","6.7","5.4","5.2","8.2","7.7","25.5","12.6","2.3","3.6","33.3","9.9","10.0","7.6","2.5","3.2","67204","46395","N","N","(X)","(X)","(X)","(X)","(X)","(X)","546","134","13.4","11.2","13.6","10.5","19.0","11.3","9.9","6.2","4.6","3.6","22.3","12.5","10.4","7.0","6.8","9.3","0.0","5.8","0.0","5.8","27778","18220","41412","11454","(X)","(X)","(X)","(X)","39.2","(X)"
"1400000US09009154700","Census Tract 1547, New Haven County, Connecticut","2552","83","3.1","2.4","1.1","1.2","5.6","3.3","9.2","4.0","8.3","3.3","19.1","5.9","11.8","4.6","26.0","5.4","6.9","3.3","9.0","4.2","81203","7143","94718","9332","22.9","(X)","(X)","(X)","(X)","(X)","1747","165","1.0","1.6","0.0","1.8","1.9","2.1","5.9","3.5","6.1","3.6","18.7","6.5","13.6","5.4","32.2","7.2","8.2","4.3","12.4","5.7","103992","12039","112598","11531","(X)","(X)","22.8","(X)","(X)","(X)","1404","158","0.0","2.3","0.0","2.3","1.1","1.7","5.3","3.6","5.4","3.7","12.1","6.1","15.8","6.5","34.7","8.0","10.2","5.5","15.4","6.9","109129","4910","N","N","(X)","(X)","(X)","(X)","(X)","(X)","805","159","9.7","7.2","3.4","3.9","13.4","9.4","16.5","10.1","13.0","6.5","17.8","10.3","9.8","7.5","14.2","8.4","2.2","3.5","0.0","4.0","42083","15680","51717","9439","(X)","(X)","(X)","(X)","21.2","(X)"
"1400000US09009154800","Census Tract 1548, New Haven County, Connecticut","1934","118","0.7","1.1","1.8","1.5","4.0","2.2","4.9","2.4","6.9","3.4","20.9","5.8","20.8","6.3","26.3","6.3","9.8","4.4","3.7","3.1","86833","9159","93701","8149","25.9","(X)","(X)","(X)","(X)","(X)","1435","126","0.5","0.9","0.7","1.1","1.8","2.1","3.8","2.4","5.9","3.6","20.0","7.1","22.9","7.8","31.5","9.2","10.9","5.4","2.2","2.4","90954","9954","97811","6968","(X)","(X)","27.3","(X)","(X)","(X)","1260","126","0.0","2.5","0.8","1.3","2.1","2.4","4.3","2.7","6.7","4.1","17.1","7.5","24.4","8.5","29.8","9.8","12.4","6.1","2.5","2.7","91118","10305","N","N","(X)","(X)","(X)","(X)","(X)","(X)","499","108","2.8","4.4","3.6","3.9","10.2","7.3","8.2","6.1","10.0","7.7","29.1","10.0","9.6","7.1","18.2","8.8","0.0","6.3","8.2","10.1","63188","17159","76937","21589","(X)","(X)","(X)","(X)","19.8","(X)"
"1400000US09009154900","Census Tract 1549, New Haven County, Connecticut","1540","102","2.2","2.3","9.1","4.5","12.5","5.3","8.2","4.3","14.5","4.4","20.6","6.2","16.2","5.8","10.1","4.4","2.9","2.3","3.6","2.6","52746","5644","64618","8227","27.6","(X)","(X)","(X)","(X)","(X)","877","107","0.0","3.6","10.1","6.6","5.8","4.3","6.2","5.7","16.4","7.2","20.6","7.9","20.9","9.0","11.7","6.3","3.6","3.0","4.6","4.2","60750","7330","74050","12481","(X)","(X)","29.3","(X)","(X)","(X)","663","110","0.0","4.8","4.2","3.8","3.9","3.4","8.1","7.6","13.0","8.3","24.3","9.7","23.7","11.2","15.5","8.3","3.8","3.8","3.5","3.7","66058","18823","N","N","(X)","(X)","(X)","(X)","(X)","(X)","663","108","5.1","5.3","7.7","5.3","21.3","9.3","11.0","8.1","15.2","7.3","21.6","8.0","10.3","5.3","5.6","5.6","1.1","1.6","1.2","1.8","37083","12325","47031","8099","(X)","(X)","(X)","(X)","23.4","(X)"
"1400000US09009155000","Census Tract 1550, New Haven County, Connecticut","2106","167","5.9","4.5","5.4","3.9","9.5","4.9","15.4","8.1","16.8","5.8","10.8","4.6","19.2","6.4","9.6","4.7","7.2","7.2","0.0","1.5","47213","10900","62464","11803","35.5","(X)","(X)","(X)","(X)","(X)","1468","255","1.9","2.3","3.8","5.0","8.4","6.6","18.6","10.7","13.7","8.2","9.1","5.0","21.1","9.0","13.0","7.0","10.4","10.2","0.0","2.2","57917","30847","72232","16085","(X)","(X)","41.1","(X)","(X)","(X)","1012","246","0.0","3.2","0.0","3.2","8.8","9.2","14.2","11.4","12.1","8.8","9.4","6.6","21.6","12.4","18.9","10.3","15.0","13.9","0.0","3.2","79524","23420","N","N","(X)","(X)","(X)","(X)","(X)","(X)","638","183","17.9","13.1","6.4","4.8","15.0","9.8","9.1","7.0","21.2","12.0","15.7","8.8","14.7","9.5","0.0","5.0","0.0","5.0","0.0","5.0","35625","8012","37645","7953","(X)","(X)","(X)","(X)","19.9","(X)"
"1400000US09009155100","Census Tract 1551, New Haven County, Connecticut","1745","104","5.6","3.0","13.4","4.9","10.4","4.3","11.3","4.7","18.4","6.0","19.9","8.1","9.7","5.3","7.2","4.4","3.0","2.3","1.0","1.6","40673","4582","51456","5185","36.9","(X)","(X)","(X)","(X)","(X)","919","132","2.0","2.9","4.6","5.2","10.0","7.2","10.2","7.7","19.0","10.2","20.0","12.2","17.7","10.2","8.8","5.9","5.7","4.4","2.0","3.1","58052","13365","65889","8664","(X)","(X)","38.3","(X)","(X)","(X)","619","120","0.0","5.1","1.1","2.3","1.5","2.4","6.6","6.7","14.4","9.9","28.6","16.3","24.9","14.8","11.6","8.8","8.4","6.7","2.9","4.5","68702","18598","N","N","(X)","(X)","(X)","(X)","(X)","(X)","826","133","9.7","5.8","23.2","7.8","13.9","6.0","12.6","6.2","16.6","8.6","17.8","8.6","1.9","2.3","4.2","4.7","0.0","3.9","0.0","3.9","27708","7525","33886","5206","(X)","(X)","(X)","(X)","35.4","(X)"
"1400000US09009157100","Census Tract 1571, New Haven County, Connecticut","1043","74","3.3","3.0","0.6","1.0","15.5","6.1","12.3","5.0","6.2","3.5","10.5","5.3","15.3","6.4","14.3","7.3","12.8","6.2","9.2","4.1","76473","11517","100391","14722","29.4","(X)","(X)","(X)","(X)","(X)","635","76","1.1","1.9","0.0","5.0","3.5","3.5","13.4","5.9","2.2","2.4","12.8","7.2","14.8","8.2","19.8","10.4","17.3","9.4","15.1","6.7","102804","17351","131350","22265","(X)","(X)","22.7","(X)","(X)","(X)","582","81","0.0","5.4","0.0","5.4","1.4","2.3","12.9","7.2","2.4","2.7","13.2","7.6","14.8","8.8","21.6","11.3","17.2","10.2","16.5","7.3","103919","20004","N","N","(X)","(X)","(X)","(X)","(X)","(X)","408","95","6.6","6.5","1.5","2.5","34.3","12.8","13.0","8.8","12.5","8.2","7.1","6.4","13.7","9.7","5.6","6.2","5.6","5.2","0.0","7.7","33226","9121","50566","11617","(X)","(X)","(X)","(X)","40.0","(X)"
"1400000US09009157200","Census Tract 1572, New Haven County, Connecticut","1249","72","3.2","2.9","1.1","1.6","3.5","2.7","1.3","1.4","4.4","3.2","12.7","3.9","14.3","5.7","25.9","6.7","19.5","6.1","14.1","4.7","120074","13388","139530","18336","20.9","(X)","(X)","(X)","(X)","(X)","1063","67","1.8","2.3","0.0","3.0","1.3","2.0","0.7","1.1","2.9","2.7","11.1","4.4","14.0","6.2","30.4","7.6","21.3","6.8","16.6","5.5","130721","18337","153737","19896","(X)","(X)","20.1","(X)","(X)","(X)","943","77","1.6","2.4","0.0","3.4","1.5","2.3","0.7","1.2","2.5","2.7","10.6","4.4","10.6","5.6","32.0","8.4","22.9","7.2","17.5","5.8","136397","19045","N","N","(X)","(X)","(X)","(X)","(X)","(X)","186","58","11.3","12.6","7.5","10.7","16.1","14.0","4.8","7.3","12.9","14.5","21.5","15.6","16.1","12.9","0.0","16.0","9.7","10.5","0.0","16.0","46364","30015","58340","18060","(X)","(X)","(X)","(X)","25.3","(X)"
"1400000US09009157300","Census Tract 1573, New Haven County, Connecticut","1086","81","1.2","1.4","1.8","1.8","2.6","3.2","0.8","1.3","6.3","5.4","13.7","4.7","8.7","4.9","23.3","6.8","15.1","5.4","26.5","8.0","131413","18476","159000","22077","21.9","(X)","(X)","(X)","(X)","(X)","929","79","0.0","3.4","0.0","3.4","0.9","1.2","0.0","3.4","6.5","6.1","14.2","5.3","7.8","5.5","24.7","7.7","15.9","5.5","30.1","9.4","141793","16493","171978","25472","(X)","(X)","21.7","(X)","(X)","(X)","836","91","0.0","3.8","0.0","3.8","0.0","3.8","0.0","3.8","1.1","1.7","13.9","5.4","8.6","6.0","27.4","8.4","16.7","6.1","32.3","9.8","148462","12667","N","N","(X)","(X)","(X)","(X)","(X)","(X)","157","68","8.3","8.9","12.7","12.1","17.8","20.0","5.7","8.8","0.0","18.6","10.8","13.0","14.0","13.4","15.3","13.5","10.2","11.7","5.1","8.2","57639","52614","81494","38430","(X)","(X)","(X)","(X)","17.8","(X)"
