"GEO_ID","NAME","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E"
"1400000US09013535100","Census Tract 5351, Tolland County, Connecticut","5.1","11.3","4.4","28.4","7.4","8.6","3.5","8.8","4.3","83736","15545","109084","17794","33.7","(X)","(X)","(X)","(X)","(X)","2374","221","1.6","1.9","0.8","1.3","2.2","2.5","1.6","2.5","5.5","4.3","10.2","5.1","19.2","8.4","34.8","9.6","12.3","5.1","11.6","6.0","107045","11352","134026","26229","(X)","(X)","39.7","(X)","(X)","(X)","1846","228","0.0","1.7","0.0","1.7","1.5","2.5","2.1","3.2","5.8","5.3","7.6","4.9","12.8","7.4","40.5","11.7","15.9","6.4","13.8","7.4","126071","17070","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1582","297","5.1","5.2","5.3","4.7","17.4","9.9","12.6","7.6","16.9","7.9","16.8","10.3","5.7","4.4","12.5","8.7","3.0","3.4","4.6","4.3","41756","8798","68174","19390","(X)","(X)","(X)","(X)","24.8","(X)","3956","193","3.0","2.0","2.6","2.1","8.3","4.5","6.0","3.5","10.1","3.9","12.9"
"1400000US09013535200","Census Tract 5352, Tolland County, Connecticut","6.5","20.9","6.2","23.0","5.9","8.0","3.4","8.1","4.3","86817","6180","102176","9485","24.8","(X)","(X)","(X)","(X)","(X)","1852","142","1.0","1.1","0.0","1.7","3.1","2.4","1.3","1.2","7.6","3.7","15.8","7.1","26.0","7.8","26.0","7.1","10.0","4.4","9.2","5.4","94048","10923","111604","11916","(X)","(X)","23.2","(X)","(X)","(X)","1502","175","1.2","1.4","0.0","2.1","1.2","1.0","1.6","1.5","4.5","2.8","12.3","6.2","27.0","7.7","28.5","7.8","12.3","5.4","11.4","6.6","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","575","153","7.3","8.8","0.0","5.5","13.9","10.0","7.7","6.8","6.4","5.9","44.0","16.0","1.7","2.9","14.4","11.2","0.0","5.5","4.5","7.0","61705","6851","66003","14620","(X)","(X)","(X)","(X)","28.5","(X)","2427","121","2.5","2.2","0.0","1.3","4.0","2.5","2.8","1.8","7.4","3.1","23.4"
"1400000US09013538100","Census Tract 5381, Tolland County, Connecticut","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-"
"1400000US09013538201","Census Tract 5382.01, Tolland County, Connecticut","4.3","14.0","3.7","23.5","5.5","12.8","4.4","9.5","3.3","93447","8646","108432","9522","29.9","(X)","(X)","(X)","(X)","(X)","1498","115","0.4","0.7","2.3","2.8","7.7","4.5","2.2","2.0","7.5","3.2","14.3","4.7","17.2","4.4","24.6","5.4","12.3","4.9","11.4","4.0","96810","9813","115508","10220","(X)","(X)","28.2","(X)","(X)","(X)","1211","123","0.0","2.6","0.0","2.6","3.1","2.0","0.7","1.0","8.6","3.6","13.8","4.9","16.8","4.9","28.4","6.2","15.3","5.8","13.3","4.6","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","311","98","9.6","10.9","0.0","9.9","17.4","14.9","17.0","13.1","6.4","7.7","19.6","13.5","5.8","7.2","9.0","8.7","15.1","12.3","0.0","9.9","(X)","(X)","67290","19466","(X)","(X)","(X)","(X)","37.9","(X)","1809","103","2.0","2.0","1.9","2.3","8.8","4.4","3.8","2.7","7.3","2.9","16.4"
"1400000US09013538202","Census Tract 5382.02, Tolland County, Connecticut","4.0","13.6","4.8","27.1","6.1","8.9","3.9","12.2","4.3","98237","7236","107769","8477","29.4","(X)","(X)","(X)","(X)","(X)","1132","89","0.0","2.8","0.0","2.8","2.7","2.4","2.7","2.1","4.5","3.5","14.6","5.3","12.7","5.5","37.8","7.9","9.4","4.6","15.6","5.6","111250","12237","124885","10706","(X)","(X)","26.0","(X)","(X)","(X)","939","94","0.0","3.4","0.0","3.4","2.0","2.3","2.6","2.2","1.9","2.0","12.6","6.1","13.0","6.3","37.8","9.6","11.3","5.5","18.8","6.6","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","437","94","11.2","8.6","7.1","5.7","14.4","7.6","7.6","6.3","13.0","8.3","28.4","9.9","9.2","8.9","1.8","2.8","3.9","4.2","3.4","5.0","39440","18483","57468","17886","(X)","(X)","(X)","(X)","34.3","(X)","1569","87","3.1","2.4","2.0","1.7","5.2","2.4","4.1","2.2","6.9","3.2","16.9"
"1400000US09013840100","Census Tract 8401, Tolland County, Connecticut","6.3","13.5","4.8","22.1","5.8","5.2","3.2","6.6","3.3","73526","6268","88747","13685","31.4","(X)","(X)","(X)","(X)","(X)","1483","140","4.0","4.0","0.7","1.2","2.0","2.9","4.3","4.9","7.7","5.7","18.0","9.1","18.3","7.8","26.6","8.8","8.4","5.4","9.9","5.2","90341","17121","108795","18842","(X)","(X)","30.3","(X)","(X)","(X)","1111","151","0.0","2.9","0.0","2.9","2.7","3.9","5.8","6.5","1.4","2.6","12.4","6.9","20.0","8.7","33.3","10.5","11.3","7.1","13.2","7.1","106165","7249","N","N","(X)","(X)","(X)","(X)","(X)","(X)","934","178","12.4","7.6","17.8","10.1","8.5","5.6","6.6","5.1","14.2","8.3","19.1","9.9","7.5","4.4","12.5","8.9","0.0","3.4","1.4","2.2","40556","13329","52419","13970","(X)","(X)","(X)","(X)","33.2","(X)","2417","174","5.3","3.1","7.3","4.3","5.8","3.1","5.2","3.6","9.8","4.9","19.2"
"1400000US09013850100","Census Tract 8501, Tolland County, Connecticut","5.7","15.6","5.9","22.9","7.0","13.1","4.5","14.0","5.3","100139","15963","121955","12723","22.3","(X)","(X)","(X)","(X)","(X)","1546","104","0.0","2.1","0.0","2.1","5.0","3.1","1.2","1.5","6.7","3.9","13.5","5.9","16.2","6.8","27.5","8.4","14.4","5.2","15.6","5.8","117794","19541","133024","14868","(X)","(X)","22.8","(X)","(X)","(X)","1323","113","0.0","2.4","0.0","2.4","3.4","3.3","1.4","1.7","2.6","2.5","11.9","5.2","17.8","7.5","28.0","8.7","16.8","6.3","18.2","6.6","122309","21014","N","N","(X)","(X)","(X)","(X)","(X)","(X)","326","113","0.0","9.5","7.1","8.3","13.5","12.0","16.3","9.2","13.2","11.4","26.1","13.1","13.5","11.7","0.9","4.2","7.4","7.7","2.1","3.5","50000","15629","59648","13925","(X)","(X)","(X)","(X)","19.9","(X)","1872","123","0.0","1.7","1.2","1.4","5.7","3.3","3.8","2.2","7.1","3.3","16.6"
"1400000US09013850200","Census Tract 8502, Tolland County, Connecticut","6.8","24.6","6.6","22.0","5.8","10.5","3.9","5.6","2.3","85847","6327","95879","6773","37.6","(X)","(X)","(X)","(X)","(X)","2060","165","1.6","1.8","1.3","1.9","2.1","2.2","5.7","5.1","7.7","5.2","18.3","7.9","25.5","7.5","19.9","6.5","11.3","4.7","6.7","3.1","83731","7222","97403","6918","(X)","(X)","39.4","(X)","(X)","(X)","1585","191","0.0","2.0","0.0","2.0","0.8","1.3","6.8","6.4","6.2","5.6","15.4","8.7","23.2","8.8","24.4","7.8","14.6","6.1","8.6","4.3","96146","15799","N","N","(X)","(X)","(X)","(X)","(X)","(X)","648","174","3.1","4.9","2.5","4.2","12.2","7.3","5.1","5.9","9.4","8.3","16.2","13.1","27.5","11.7","19.4","14.1","2.3","3.8","2.3","3.7","79423","22233","76718","13261","(X)","(X)","(X)","(X)","27.9","(X)","2708","134","2.0","1.8","0.6","1.0","4.5","2.5","6.5","4.2","6.5","4.1","17.1"
"1400000US09013860100","Census Tract 8601, Tolland County, Connecticut","6.5","16.6","5.7","20.1","5.7","11.0","3.8","9.5","3.8","89986","7021","103555","9694","39.8","(X)","(X)","(X)","(X)","(X)","1508","139","1.3","1.6","0.0","2.1","0.0","2.1","2.2","2.3","4.3","3.1","22.7","7.6","19.0","7.2","27.9","7.3","12.3","4.7","10.2","4.9","101750","10554","117540","11823","(X)","(X)","39.9","(X)","(X)","(X)","1287","144","0.8","1.3","0.0","2.5","0.0","2.5","0.9","1.5","3.8","3.1","21.8","7.9","19.0","7.2","28.7","7.8","13.0","5.2","12.0","5.6","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","555","128","7.0","7.6","6.1","5.6","9.7","7.7","22.3","15.2","18.9","14.0","14.8","10.9","7.7","6.2","4.3","5.0","1.6","2.6","7.4","6.7","46375","20860","59862","14574","(X)","(X)","(X)","(X)","39.6","(X)","2063","141","2.9","2.3","1.6","1.5","2.6","2.0","7.6","4.2","8.2","4.5","20.0"
"1400000US09013881100","Census Tract 8811, Tolland County, Connecticut","4.5","16.2","5.3","19.1","5.3","11.0","4.0","10.9","4.2","86429","13794","103447","12190","24.5","(X)","(X)","(X)","(X)","(X)","1072","112","0.0","3.0","0.0","3.0","5.2","5.2","2.6","2.5","6.8","3.8","13.3","5.2","19.0","7.5","22.5","6.3","14.8","5.6","15.7","6.1","102000","9847","126058","16172","(X)","(X)","20.3","(X)","(X)","(X)","915","108","0.0","3.5","0.0","3.5","2.3","3.5","1.6","1.7","4.0","3.4","12.2","5.4","20.0","8.5","25.5","7.5","16.0","6.5","18.4","6.7","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","512","113","5.1","5.5","14.5","13.0","14.3","8.9","1.2","1.7","22.5","13.6","18.8","8.6","7.8","5.9","12.1","7.2","2.9","3.1","1.0","1.7","42258","12221","54556","8774","(X)","(X)","(X)","(X)","33.2","(X)","1584","167","1.6","1.7","4.7","4.4","8.1","4.4","1.3","1.1","11.9","5.1","15.1"
"1400000US09013881200","Census Tract 8812, Tolland County, Connecticut","10.7","0.0","27.8","12.4","10.8","0.0","27.8","3.1","5.0","34485","14404","49522","21072","57.7","(X)","(X)","(X)","(X)","(X)","11","8","0.0","89.4","0.0","89.4","0.0","89.4","0.0","89.4","0.0","89.4","0.0","89.4","0.0","89.4","72.7","52.4","0.0","89.4","27.3","52.4","(X)","(X)","201527","177501","(X)","(X)","27.3","(X)","(X)","(X)","11","8","0.0","89.4","0.0","89.4","0.0","89.4","0.0","89.4","0.0","89.4","0.0","89.4","0.0","89.4","72.7","52.4","0.0","89.4","27.3","52.4","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","86","40","31.4","25.5","9.3","12.6","0.0","30.5","19.8","26.7","27.9","23.2","7.0","12.1","0.0","30.5","4.7","6.0","0.0","30.5","0.0","30.5","33676","31008","30080","10862","(X)","(X)","(X)","(X)","61.6","(X)","97","40","27.8","22.5","8.2","11.4","0.0","27.8","17.5","24.1","24.7","20.7","6.2"
"1400000US09013881300","Census Tract 8813, Tolland County, Connecticut","5.4","5.3","2.6","8.9","3.4","6.4","3.9","4.4","2.4","43327","5325","59771","7235","28.7","(X)","(X)","(X)","(X)","(X)","643","117","0.0","4.9","0.0","4.9","4.8","4.3","3.4","3.1","19.8","10.6","19.4","9.5","11.2","6.0","18.5","7.7","11.2","5.8","11.7","6.5","82986","23843","102433","13897","(X)","(X)","13.2","(X)","(X)","(X)","514","108","0.0","6.1","0.0","6.1","3.5","3.7","4.3","3.8","16.3","12.0","15.8","8.4","8.4","5.3","23.2","9.2","14.0","7.5","14.6","7.6","102632","16237","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1070","196","25.9","10.6","12.4","7.7","13.4","7.8","12.6","5.3","16.5","10.0","10.7","6.3","1.8","2.0","3.2","2.7","3.6","5.3","0.0","3.0","22253","8964","34134","8216","(X)","(X)","(X)","(X)","38.0","(X)","1713","226","16.2","6.8","7.8","4.8","10.2","4.9","9.2","3.5","17.7","7.6","14.0"
"1400000US09013881500","Census Tract 8815, Tolland County, Connecticut","5.1","15.5","5.7","16.2","5.3","6.3","3.9","9.2","5.0","69942","12674","89192","12988","24.2","(X)","(X)","(X)","(X)","(X)","1201","166","0.8","1.5","0.9","1.5","4.7","4.7","2.3","2.6","7.7","5.1","16.7","6.8","19.8","8.0","20.0","7.6","11.3","6.9","15.7","8.7","87132","22464","119617","17628","(X)","(X)","19.2","(X)","(X)","(X)","942","138","0.0","3.4","1.2","1.9","0.0","3.4","1.4","2.3","6.6","5.4","14.8","7.2","19.3","9.1","22.4","9.1","14.4","8.7","20.0","11.0","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","962","213","11.0","6.8","11.5","8.7","19.4","9.3","13.0","8.6","12.9","7.9","11.7","7.8","8.8","6.5","10.4","7.5","0.0","3.3","1.1","1.9","29896","7785","49999","15280","(X)","(X)","(X)","(X)","30.5","(X)","2163","255","5.4","3.3","5.6","3.9","11.2","5.2","7.1","4.1","9.5","4.6","14.0"
"1400000US09013890100","Census Tract 8901, Tolland County, Connecticut","7.2","12.1","5.2","12.2","5.2","5.5","4.0","0.0","1.8","48021","7859","56418","6771","38.7","(X)","(X)","(X)","(X)","(X)","1082","130","4.1","3.9","5.7","6.2","10.5","6.8","8.3","5.3","17.8","8.1","14.6","8.7","14.6","6.2","15.4","7.4","8.9","6.3","0.0","3.0","54167","10417","67584","10044","(X)","(X)","43.0","(X)","(X)","(X)","598","113","2.5","3.8","1.3","2.3","6.4","6.1","6.5","6.0","15.2","11.6","11.7","6.5","14.4","7.8","25.9","12.4","16.1","10.5","0.0","5.3","79917","34005","N","N","(X)","(X)","(X)","(X)","(X)","(X)","667","142","23.7","10.7","10.9","6.8","17.5","9.0","7.6","5.3","5.5","4.1","19.6","13.4","8.1","7.2","6.9","5.6","0.0","4.8","0.0","4.8","22734","11009","36332","6523","(X)","(X)","(X)","(X)","31.8","(X)","1749","120","11.5","5.3","7.7","4.7","12.8","5.3","6.6","3.6","13.0","5.5","18.6"
"1400000US09013890201","Census Tract 8902.01, Tolland County, Connecticut","5.7","22.5","6.4","19.5","4.9","7.3","3.0","7.3","3.9","81875","11147","93150","8040","33.4","(X)","(X)","(X)","(X)","(X)","933","76","1.2","1.8","0.0","3.4","1.1","1.4","5.3","3.4","7.6","5.0","13.8","6.2","26.6","8.2","23.9","6.0","10.4","4.3","10.2","5.7","89469","9591","109672","11578","(X)","(X)","38.4","(X)","(X)","(X)","841","76","1.3","2.0","0.0","3.8","1.2","1.5","3.6","2.6","5.6","4.9","13.8","6.6","27.9","8.5","25.2","6.6","10.1","4.5","11.3","6.4","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","395","108","8.9","6.2","3.3","3.8","15.4","12.0","5.6","4.7","22.8","12.6","21.5","10.5","12.9","7.5","9.1","8.2","0.0","7.9","0.5","0.9","45542","7324","53497","10240","(X)","(X)","(X)","(X)","21.8","(X)","1328","98","3.5","2.2","1.0","1.1","5.3","3.6","5.3","2.7","12.1","5.5","16.1"
"1400000US09013890202","Census Tract 8902.02, Tolland County, Connecticut","5.8","18.4","6.2","18.2","4.8","5.2","2.7","4.6","2.6","71078","9144","85575","9163","26.5","(X)","(X)","(X)","(X)","(X)","1451","119","1.4","1.6","2.7","2.3","3.2","3.1","5.1","3.8","8.4","4.6","23.4","7.1","22.1","8.1","21.4","6.8","6.6","3.5","5.7","3.5","81138","8001","94712","11026","(X)","(X)","30.1","(X)","(X)","(X)","1087","134","0.0","2.9","1.0","1.8","0.0","2.9","6.8","5.0","3.7","3.0","28.2","9.1","20.9","7.8","23.9","8.3","8.8","4.6","6.6","4.4","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","597","142","3.0","3.4","2.0","3.2","20.4","10.3","3.9","4.2","16.9","11.6","32.3","14.5","10.2","6.1","9.2","6.4","0.0","5.3","2.0","3.0","50852","8037","60672","15648","(X)","(X)","(X)","(X)","17.8","(X)","2048","120","1.9","1.5","2.5","1.9","7.7","4.2","4.7","3.0","11.2","5.0","25.6"
"1400000US09015800300","Census Tract 8003, Windham County, Connecticut","4.3","7.4","4.2","10.0","4.9","1.7","1.7","0.6","1.0","29925","9415","44741","5966","35.1","(X)","(X)","(X)","(X)","(X)","830","140","8.0","7.3","8.4","7.1","16.3","9.8","13.0","6.6","16.3","7.6","13.1","6.2","6.6","4.7","13.7","9.5","3.4","3.2","1.2","1.9","39808","11257","54387","10403","(X)","(X)","34.1","(X)","(X)","(X)","328","107","0.0","9.4","3.0","4.5","10.4","12.7","18.0","12.9","15.9","10.7","17.4","11.1","12.5","9.9","13.7","13.5","6.1","5.8","3.0","4.9","56250","19490","N","N","(X)","(X)","(X)","(X)","(X)","(X)","784","134","20.4","9.6","23.3","8.8","9.9","5.9","11.4","7.4","9.9","6.1","15.8","7.0","6.6","6.6","2.6","3.0","0.0","4.1","0.0","4.1","20217","12308","31623","6307","(X)","(X)","(X)","(X)","34.2","(X)","1614","91","14.0","6.0","15.1","5.6","13.8","6.0","11.5","5.0","12.9","5.5","12.9"
"1400000US09015800400","Census Tract 8004, Windham County, Connecticut","7.0","13.7","5.7","10.5","4.5","1.8","1.7","1.4","1.5","49850","7583","57743","7376","31.3","(X)","(X)","(X)","(X)","(X)","947","153","0.6","1.1","1.5","2.4","15.5","8.4","11.9","7.4","15.6","7.4","22.8","9.0","15.7","6.6","12.8","6.1","2.2","2.4","1.3","1.8","54236","7456","63400","8912","(X)","(X)","26.7","(X)","(X)","(X)","504","131","0.0","6.2","0.0","6.2","1.8","3.1","5.8","6.1","12.9","7.3","25.6","12.7","27.2","11.1","20.2","10.1","4.2","4.4","2.4","3.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","589","125","12.9","9.2","6.8","5.4","29.2","12.5","7.0","4.5","13.2","7.9","20.0","12.0","3.1","3.7","6.3","5.5","0.0","5.4","1.5","2.5","29821","14816","41758","9526","(X)","(X)","(X)","(X)","31.2","(X)","1536","142","5.3","3.6","3.5","2.3","17.4","7.3","10.0","4.7","13.9","4.6","22.5"
"1400000US09015800500","Census Tract 8005, Windham County, Connecticut","6.2","18.6","4.9","12.6","3.9","2.5","2.1","1.2","1.4","52339","4080","61517","5426","23.5","(X)","(X)","(X)","(X)","(X)","2015","225","9.6","5.6","5.5","5.0","8.9","4.6","6.6","3.9","13.1","4.6","15.6","6.2","24.9","6.9","11.7","4.2","2.5","2.4","1.7","2.0","54403","9636","63714","6496","(X)","(X)","22.2","(X)","(X)","(X)","1166","187","0.0","2.7","0.0","2.7","2.6","2.9","7.5","6.6","18.9","7.6","16.1","7.9","31.3","10.0","16.2","7.3","4.4","4.2","3.0","3.3","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","901","177","12.1","10.7","5.9","5.5","13.8","9.1","4.0","4.4","20.9","10.1","27.5","13.1","4.6","5.3","8.9","6.7","2.4","3.9","0.0","3.5","48610","3825","49797","9180","(X)","(X)","(X)","(X)","20.3","(X)","2916","214","9.8","5.0","3.5","2.4","9.9","3.5","5.9","3.4","17.9","5.2","18.1"
"1400000US09015800600","Census Tract 8006, Windham County, Connecticut","4.3","5.6","4.2","7.9","4.2","0.0","2.1","0.0","2.1","24081","6651","34430","5162","42.6","(X)","(X)","(X)","(X)","(X)","929","154","19.8","9.9","12.6","7.5","13.1","8.3","17.8","8.5","13.8","7.5","11.3","6.7","3.4","3.3","8.2","6.6","0.0","3.4","0.0","3.4","25798","2459","34602","6443","(X)","(X)","38.9","(X)","(X)","(X)","348","137","5.2","7.8","6.9","10.8","9.8","10.5","10.9","10.2","23.6","16.6","21.0","14.0","5.5","7.2","17.2","15.5","0.0","8.9","0.0","8.9","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","572","131","31.8","12.5","17.0","9.8","13.1","9.4","10.3","6.6","10.0","8.0","9.4","5.9","1.0","1.8","7.3","6.9","0.0","5.5","0.0","5.5","15365","3270","27883","7747","(X)","(X)","(X)","(X)","40.6","(X)","1501","167","22.2","7.2","13.3","6.0","15.3","6.7","12.8","4.9","12.3","5.4","10.6"
"1400000US09015800700","Census Tract 8007, Windham County, Connecticut","6.6","7.4","3.6","7.4","4.3","2.1","1.6","0.4","0.7","36903","6486","48903","5444","43.9","(X)","(X)","(X)","(X)","(X)","911","121","8.0","5.1","0.5","0.9","20.2","10.1","17.3","9.3","16.4","8.5","16.7","6.8","8.9","5.0","8.3","5.9","3.1","2.3","0.5","1.0","38078","7361","52486","7833","(X)","(X)","41.7","(X)","(X)","(X)","462","96","6.5","5.6","0.0","6.8","18.2","10.6","8.2","6.2","7.6","6.2","27.5","11.5","14.3","8.3","10.6","7.7","6.1","4.3","1.1","2.1","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","420","102","6.4","5.5","15.7","11.4","23.6","11.5","19.3","11.0","13.6","7.6","11.9","9.6","4.0","4.3","5.5","5.3","0.0","7.4","0.0","7.4","26607","6989","35679","6859","(X)","(X)","(X)","(X)","42.4","(X)","1331","113","7.3","3.9","5.3","4.0","18.6","6.7","16.2","5.8","15.5","6.1","19.8"
"1400000US09015815000","Census Tract 8150, Windham County, Connecticut","6.0","17.5","7.3","16.6","5.1","10.4","5.3","1.5","1.7","67054","17189","80759","9192","38.1","(X)","(X)","(X)","(X)","(X)","601","63","3.0","3.7","0.8","1.4","1.3","1.5","4.3","3.0","15.8","8.0","24.8","8.2","15.0","7.4","20.8","5.9","12.8","7.7","1.3","2.1","74886","22426","89220","11084","(X)","(X)","41.6","(X)","(X)","(X)","468","61","1.1","1.7","1.1","1.7","1.1","1.5","4.5","3.6","12.8","6.3","20.5","8.4","18.4","9.1","23.3","7.6","15.6","9.3","1.7","2.7","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","238","65","7.6","5.3","8.8","8.1","9.7","9.8","12.2","6.6","18.9","9.9","23.9","12.1","8.4","7.7","8.4","7.6","0.0","12.7","2.1","3.4","43000","12127","51029","10939","(X)","(X)","(X)","(X)","26.9","(X)","839","53","4.3","3.0","3.1","2.8","3.3","3.0","6.6","2.7","17.0","6.1","19.7"
"1400000US09015820000","Census Tract 8200, Windham County, Connecticut","4.8","17.1","4.2","21.5","4.4","10.6","3.3","2.6","1.7","76625","5039","93305","8338","30.7","(X)","(X)","(X)","(X)","(X)","493","44","0.6","1.0","0.0","6.4","3.0","2.2","6.3","3.6","11.6","4.4","16.6","5.2","20.9","5.2","24.9","5.1","12.8","4.0","3.2","2.3","89375","11786","105407","12760","(X)","(X)","28.4","(X)","(X)","(X)","394","47","0.8","1.2","0.0","7.9","1.8","1.6","3.6","3.7","7.9","4.0","17.3","6.1","20.1","5.0","28.7","5.7","16.0","4.9","4.1","2.9","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","233","40","1.7","2.2","12.0","6.6","11.6","5.7","6.4","6.4","15.5","8.8","32.2","9.5","7.7","4.1","10.3","6.6","1.3","1.8","1.3","1.7","51354","9330","59297","8091","(X)","(X)","(X)","(X)","32.6","(X)","726","44","1.0","0.9","3.9","2.2","5.8","2.5","5.5","3.1","11.0","3.7","21.1"
"1400000US09015825000","Census Tract 8250, Windham County, Connecticut","6.7","19.9","6.2","23.6","6.4","5.6","3.8","4.4","3.2","79896","10466","87704","7666","35.5","(X)","(X)","(X)","(X)","(X)","463","41","0.6","1.0","1.3","1.4","5.0","3.7","8.9","5.0","7.1","4.2","21.0","7.5","20.7","7.0","25.5","7.4","5.0","4.4","5.0","3.8","83977","11863","89268","8743","(X)","(X)","36.9","(X)","(X)","(X)","399","53","0.0","7.8","0.8","1.1","1.8","1.7","9.0","5.8","6.3","4.7","23.6","8.2","18.3","6.4","28.8","8.4","5.8","5.1","5.8","4.5","88580","8539","N","N","(X)","(X)","(X)","(X)","(X)","(X)","126","34","0.0","22.5","4.8","4.9","18.3","14.1","6.3","6.4","7.1","5.1","22.2","12.5","19.0","11.4","14.3","14.1","5.6","5.6","2.4","3.2","64500","19057","73119","15331","(X)","(X)","(X)","(X)","27.8","(X)","589","43","0.0","5.4","1.5","1.3","6.1","3.3","7.8","4.2","7.1","3.3","23.9"
"1400000US09015830100","Census Tract 8301, Windham County, Connecticut","5.4","14.6","5.0","18.7","4.5","12.8","4.3","6.5","2.6","77870","8126","95339","8476","28.6","(X)","(X)","(X)","(X)","(X)","1095","67","2.6","3.1","0.9","1.3","2.6","2.3","5.2","3.7","8.6","3.7","12.1","5.8","18.0","6.5","22.8","6.0","18.4","6.2","8.8","4.0","99974","16383","111657","9495","(X)","(X)","25.7","(X)","(X)","(X)","914","99","1.0","1.6","1.1","1.6","0.5","0.9","1.4","1.6","9.2","3.9","11.3","6.0","18.9","6.9","24.1","6.8","22.0","7.0","10.5","4.8","(X)","(X)","N","N","(X)","(X)","(X)","(X)","(X)","(X)","596","111","6.9","4.5","10.2","7.2","16.8","9.5","13.9","9.2","5.7","4.1","23.0","10.3","8.4","8.2","11.1","8.5","2.7","2.8","1.3","2.2","39063","26672","59973","19663","(X)","(X)","(X)","(X)","33.1","(X)","1691","99","4.1","2.7","4.2","2.6","7.0","3.4","6.7","3.5","9.4","3.4","16.0"
